id|signer|raw_glosses|glosses|words
2020-01-18/000721-000905|Signer1|政府 研究 劏房 <X> 關於 租 管理 規則 陳+帆 希望 下 年 中 完成|政府 研究 劏房 <X> 關於 租 管理 規則 陳 帆 希望 下 年 中 完成|政府研究劏房的租務管制 陳帆期望明年中前完成
2020-01-18/001015-001157|Signer1|名字 <GARBAGE> 紅 滿 釋放 完 準備 驅逐 飛 美國|名字 紅 滿 釋放 完 準備 驅逐 飛 美國|季炳雄刑滿出獄 隨即被遞解出境 前往美國
2020-01-18/001996-002308|Signer1|有 某些人 説 錢 派 其實 經濟 負責 名字 <MUMBLE> 説 現在 經濟 改變 差|有 某些人 説 錢 派 其實 經濟 負責 名字 <MUMBLE> 説 現在 經濟 變 差|對於有政黨提出全民派錢 財政司司長陳茂波指 預期今年經濟轉差 社會對是否應該派現金 出現分歧 如果派得少可能大家會憤怒
2020-01-18/002377-002638|Signer1|! 針對 部分 團體 這個團體 給他們 另外 人 團體 沒有 或者 政府 規則 內 複雜 這 <X> 他們 可能 不喜歡| 對於 部分 團體 這個團體 給他們 另 人 團體 沒 或者 政府 規則 內 複雜 這 <X> 他們 可能 不喜歡|如果是一些針對性 有些沒有 比較複雜市民亦都未必喜歡
2020-01-18/002658-002897|Signer1|要 考慮 政府 負擔 能力 年+二+零+<BAD>+二+零 二+零+二+一 估 赤字 會 增加 再 因為 收入 減少 完|要 考慮 政府 負擔 能力 年 二 零 <BAD> 二 零 二 零 二 一 估 赤字 會 加 再 因為 收入 減少 完|他說亦要考慮政府的負擔能力 202021估計的赤字會更大一點 因為收入會再減少一點
2020-01-18/003556-003890|Signer1|簡單地説 要求 <MUMBLE> 個人 個人 一+萬 派 全部 鼓掌 有 全部 <BAD> 獲利|簡單地説 要求 <MUMBLE> 個人 個人 一 萬 派 全部 鼓掌 有 全部 <BAD> 獲利|我的要求是全民派錢一萬元 全部人得益 派錢那些可以用年齡來計算
2020-01-18/004632-004922|Signer1|政府 研究 怎樣 劏房 有 關於 租 管理 <MUMBLE> 貨物+屋+有權力的人 陳+帆 説 社+會 思考 一樣 不能 二+零+二+零+年 中 完成 研究|政府 研究 怎樣 劏房 有 關於 租 管理 <MUMBLE> 貨物 屋 有權力的人 陳 帆 説 社 會 思考 一 樣 不能 二 零 二 零 年 中 完成 研究|政府研究劏房的租務管制 運輸及房屋局局長陳帆說 社會仍未有共識 期望2021年中前完成研究
2020-01-18/005735-005812|Signer1|有 各式各樣 多 想 互相關連|有 各種 多 想 互相關連|其實有很多範疇有互連性
2020-01-18/009164-009282|Signer1|情況 主+有權力的人 公+<BAD>+正常 公+平 決定 不是|情況 主 有權力的人 公 <BAD> 正常 公 平 決定 不|當你去到一個情況 主席都不能做一個公正公平的裁決
2020-01-18/010029-010288|Signer1|是不是 法官 做 現在 對不起 公佈 不是 但是 全部 社+會 尊重 人 估 政府+有權力的人 會 七+月 公佈|是不是 法官 做 現在 道歉 說 不 但是 全部 社 會 尊重 人 估 政府 有權力的人 會 七 月 說|是否法官擔任主席 恕我在這個階段不會披露 但這是一個在社會相當受敬重的人 他預計行政長官會在下月公布
2020-01-18/010454-010634|Signer1|監禁 年+年+十七 釋放 完 驅逐 香港 飛到 美國 紐約 飛到|監禁 年 年 十 七 釋放 完 驅逐 香港 飛到 美國 紐約 飛到|在赤柱監獄服刑17年後 刑滿出獄隨即被遞解出境 乘坐前往美國紐約的客機
2020-01-18/010662-010986|Signer1|監禁 監禁 年+十七 快 接近 年齢 六十 多 警察 <GARBAGE> 多 警察+車 <X> 交通 電單車行駛 電單車 幫忙 其實 八點 早上 其實 赤柱 車開走|監禁 監禁 年 十 七 快 接近 年齢 六 十 多 警察 多 警察 車 <X> 交通 電單車行駛 電單車 幫 其實 八 點 早上 其實 赤柱 車開走|服刑17年即將60歲的季炳雄 在多輛警車及多名交通警開路下 早上八時乘坐入境處車輛 離開赤柱監獄
2020-01-18/011156-011250|Signer1|消息 公佈 他 香港 身份證 沒有 但 美國護照|消息 說 他 香港 身份證 沒 但是 美國護照|消息指他無香港身份證 但持有美國護照
2020-01-18/011273-011368|Signer1|釋放 完 帶 去 機場 驅逐|釋放 完 帶 去 機場 驅逐|離開監獄後隨即被帶去機場 遞解出境
2020-01-18/011549-011769|Signer1|警察 禁止 某些人 記者 插入 塞車 不理會 做 甚麼 警察 鎖 準備 突然 車駛走|警察 禁止 某些人 記者 插入 塞車 不理會 做 甚麼 警察 鎖 準備 突然 車駛走|不少傳媒跟隨 警方不准傳媒採訪車插入車隊 熄匙我不理你做甚麼 熄匙我怕你一會兒駛出來
2020-01-18/011798-011876|Signer1|車 車行駛 西+區+海+隧道|車 車行駛 西 區域 海 隧道|車隊途經西區海底隧道
2020-01-18/012051-012201|Signer1|跟 青+線 去 機場 警察 考慮 安全 道路 封閉|跟 青 線 去 機場 警察 考慮 安全 道路 封閉|沿青嶼幹線前往機場 警方基於安全考慮沿途封路
2020-01-18/012290-012432|Signer1|名 接近 差不多 八點+五十 機場 去 禁+區|名字 接近 差不多 八 點 五 十 機場 去 禁 區域|季炳雄接近八時五十分到達機場 進入禁區
2020-01-18/012475-012631|Signer1|有 警察 外面 穿着背心 拿着槍 戴着頭盔 <BAD> 全套衣物 準備 拿着槍 保護|有 警察 外 穿着背心 拿着槍 戴着頭盔 <BAD> 全套衣物 準備 拿着槍 保護|有警察在禁區外穿上全副裝備戒備
2020-01-18/016430-016548|Signer1|中國 主+有權力的人 名 習 開始 緬甸 第二日 探視 探視 訪問|內地 主 有權力的人 名字 習 開始 緬甸 第 二 日 探視 探視 訪問|國家主席習近平 展開緬甸第二日國事訪問
2020-01-18/017944-018079|Signer1|年+新+恭喜+攤位 明天 開始 去 銅鑼灣 草 看 準備 情況|年 新 恭喜 攤位 明天 開始 去 銅鑼灣 草 看 準備 情況|年宵市場明天開鑼 我們到維園看過檔主準備情況
2020-01-18/018205-018407|Signer1|澳洲 東 下雨 幫忙 山火 情況 能夠 有 部分 區 區 區 下雨 變 <MUMBLE> 一樣 水浸|澳洲 東 下雨 幫 山火 情況 能 有 部分 區域 區域 區域 下雨 變 <MUMBLE> 一 樣 水浸|澳洲東岸落大雨 有助舒緩山火災情 但部分地區暴雨成災
2020-01-18/018981-019252|Signer1|繼續 七+日 新+恭喜+攤位 明天 開始 現在 玩具 各式各樣 沒有 其實 房間 <X> 花 有 信+心 有 部分 估計 人 蜂擁而至 減少|繼續 七 日 新 恭喜 攤位 明天 開始 現在 玩具 各種 沒 其實 房間 <X> 花 有 信 心 有 部分 估計 人 蜂擁而至 減少|連七日的年宵市場明日開鑼 今年不設乾貨攤檔 維園有花檔對市道有信心 但亦有人預料人流會減少 生意下跌
2020-01-18/021326-021575|Signer1|新+恭喜+<X>+攤位 二+一+六 有 玩具 各式各樣 有 三 食 多 其實 現在 <BAD> 沒有 玩具 各式各樣 賣 沒有 現在 闊|新 恭喜 <X> 攤位 二 一 六 有 玩具 各種 有 三 食 多 其實 現在 <BAD> 沒 玩具 各種 賣 沒 現在 闊|維園年宵共設216個濕貨攤位 受年無聽貨攤位 中間通道都比以往闊
2020-01-18/023109-023192|Signer1|之前 開始 一定 有 難 但是|以前 開始 一定 有 困難 但是|起初是有一定難處
2020-01-18/023363-023568|Signer1|警察 重複 宣佈 交通 犯規 <BAD> 嚴肅 罰 罰 罰 過程 可能 會 罰 車 拖車 走|警察 重複 說 交通 犯規 <BAD> 嚴 懲罰 懲罰 懲罰 過程 可能 會 懲罰 車 拖車 走|警方重申 會針對交通違例採取嚴肅執法 行動期間亦有可能將違例車輛拖走
2020-01-18/025590-025712|Signer1|其實 數量 多 其實 延期 六個月 後 再 提訊|其實 數量 多 其實 延後 六 個 月 後 再 提訊|控方以案件涉及槍械數目多為理由 要求把案件押後六個月再提訊
2020-01-18/025728-025832|Signer1|裁判+負責 公佈 延期 五+月+八日 再 提訊 可能 合理|裁判 負責 說 延後 五 月 八 日 再 提訊 可能 合理|裁判官認為 案件押後至五月八日再提訊 較為合適
2020-01-18/025850-026000|Signer1|配合 其實 警察 配合 研究 其實 控告 嚴重 禁止 釋放|配合 其實 警察 配合 研究 其實 控告 嚴重 禁止 釋放|以了解警方的調查進度 又指控罪嚴重 拒絕被告保釋
2020-01-18/028349-028666|Signer1|澳洲 東 區 區 區 區域 暴雨 幫助 解決 乾 情況 山+火 情況 但是 名 士+州 新+南+威+州 <X> 下雨 嚴重 水浸|澳洲 東 區域 區域 區域 區域 暴雨 幫 解決 乾 情況 山 火 情況 但是 名字 士 州 新 南 威 州 <X> 下雨 嚴重 水浸|澳洲東岸廣泛地區下大雨 舒緩持續乾旱情況及山火災情 不過昆士蘭州及新南威爾士州 部分地區因暴雨造成嚴重水浸
2020-01-18/028676-028937|Signer1|澳洲 <BAD> 士 東+南 一+百+年 第一次 暴雨 水浸 其實 海+金 <X> 下雨 一+百+五十+幾 米 下雨 水浸|澳洲 <BAD> 士 東 南 一 百 年 第 一 次 暴雨 水浸 其實 海 金 <X> 下雨 一 百 五 十 幾 米 下雨 水浸|澳洲昆士蘭州東南部 遭遇百年一遇的暴雨 黃金海岸一帶 錄得最多達325毫米的降雨量 廣泛地區變成澤國
2020-01-18/032329-032627|Signer1|環保+屋 公佈 估 其實 健康 程度 幾多 請看右邊 新聞 完 再+見|環保 屋 說 估 其實 健康 程度 幾多 請看右邊 新聞 完 再 見|下周中期漸轉溫暖潮濕
2020-01-19/000453-000670|Signer1|中環 下午 有 集會 有 某些人 人 不滿意 早 解散 集會 過程 有 警察 打人 警察 射槍 射槍 射槍 哭 驅逐 驅逐|中環 下午 有 集會 有 某些人 人 不滿 早 解散 集會 過程 有 警察 打人 警察 射槍 射槍 射槍 哭 驅逐 驅逐|中環下午有集會 有人不滿警方提早解散集會 期間有警察遇襲 警方一度施放催淚彈驅散
2020-01-19/000778-000993|Signer1|武漢 最 新 有 關於 一+七 十七 肺 情況 炎 情況 有 專家 覺得 新+肺+炎(=新冠肺炎) 武漢 有 小規模爆發|武漢 最 新 有 關於 一 七 十 七 肺 情況 炎 情況 有 專家 覺得 新 肺 炎 武漢 有 小規模爆發|武漢最新確診17宗新型肺炎個案 有專家認為 新型肺炎已在武漢出現社區爆發
2020-01-19/001085-001377|Signer1|名字 陳+波 公佈 完 政府 最近 年+十 有 經常 生活 支出 <MUMBLE> 誇張 研究 怎樣 減 退+稅 一+一次性 <X> 變 一疊錢 <X> 足夠 會|名字 陳 波 說 完 政府 最近 年 十 有 經常 生活 支出 <MUMBLE> 誇張 研究 怎樣 減 退 稅 一 一 次 性 <X> 變 一 疊 錢 <X> 足夠 會|陳茂波表示 政府近十年的經常性開支增幅大 會探討是否調整退税等一次性措施 以騰出資源
2020-01-19/003514-003665|Signer1|不能 針對 便衣+警察 不能 為甚麼 某些人 <X> <MUMBLE> 不理會 打人|不能 對於 便衣 警察 不能 為甚麼 某些人 <X> <MUMBLE> 不理會 打人|我們不要搞便衣 但仍有多人打他
2020-01-19/004749-004838|Signer1|有 警察 受傷 <MUMBLE> 警察 湧到|有 警察 受傷 <MUMBLE> 警察 湧到|
2020-01-19/004959-005049|Signer1|救+負責 抬擔架 <X> 抬上 受傷 救護車|救 負責 抬擔架 <X> 抬上 受傷 救護車|有警察受傷防暴警察趕到 救護員用擔架將受傷的警察送上救護車
2020-01-19/006049-006195|Signer1|女 想 走向前 警察 推 完 警察 噴 甚麼 胡椒|女 想 走向前 警察 推 完 警察 噴 甚麼 胡椒|一名女子上前時被警方推開 警方施放胡椒噴劑
2020-01-19/006226-006534|Signer1|<MUMBLE> 警察 多 槍 <X> 各式各樣 刀 手槍 準備 有 多 黑 衣服 排成一排 雨傘 雨傘 雨傘 對峙 警察 分成兩邊 雪+ ! +街 突然 某些人 各式各樣 投擲 投擲 起火|<MUMBLE> 警察 多 槍 <X> 各種 刀 手槍 準備 有 多 黑 衣服 排成 一 排 雨傘 雨傘 雨傘 對峙 警察 分成兩邊 雪  街 突然 某些人 各種 投擲 投擲 起火|多名警察持防暴槍戒備 有黑衣蒙面人築起傘陣 與警方對峙 之後在雪廠街有人燒雜物
2020-01-19/006662-006891|Signer1|鐵+<MUMBLE>+車 行駛 駕駛 其實 雨傘 雨傘 雨傘 車撞過去 入面 車 入面 有 警察 槍 保護|鐵 <MUMBLE> 車 行駛 駕駛 其實 雨傘 雨傘 雨傘 車撞過去 入面 車 入面 有 警察 槍 保護|裝甲車駛到撞開傘陣 車上有警員持槍戒備
2020-01-19/006932-007044|Signer1|公主+商場 關於 各式各樣 投擲 霸佔 街道|公主 商場 關於 各種 投擲 霸佔 街道|而皇后像廣場對開 有人用雜物堵路
2020-01-19/007056-007186|Signer1|警察 商場 前方 遮+道 胡椒 噴 驅逐 人|警察 商場 前方 遮 道 胡椒 噴 驅逐 人|防暴警察在廣場對出遮打道 用胡椒噴劑驅散
2020-01-19/007435-007685|Signer1|中環 下午 集會 要求 目標 主 改變 政府 對 團體 人 要求 外國 政府 幹預 香港 事 <X> 關於 罰 我 覺得 不高興|中環 下午 集會 要求 目的 主 變 政府 對 團體 人 要求 外國 政府 幹涉 香港 事 <X> 關於 懲罰 我 覺得 不高興|中環下午的集會 要求推動民主政改 政府對有集會人士要求外國政府 干涉香港事務及實施制裁 表示極度遺憾
2020-01-19/007713-007879|Signer1|人 人 集會 <MUMBLE> 關於 遮+花園 中環 集會 有 警察 檢查 檢查 檢查|人 人 集會 <MUMBLE> 關於 遮 花園 中環 集會 有 警察 檢測 檢測 檢測|民間集會團隊在中環遮打花園舉行集會前 有防暴警察截查在場人士
2020-01-19/007918-007992|Signer1|發現 防毒面具 手套 各式各樣|發現 防毒面具 手套 各種|搜出防毒面罩手套等
2020-01-19/013844-014067|Signer1|<MUMBLE> 人 <GARBAGE> 發現 有 關於 一樣 病 開始 研究 流+感 病 各式各樣|<MUMBLE> 人 發現 有 關於 一 樣 病 開始 研究 流 感 病 各種|密切接觸者中暫未發現相關病例 我們開展的流行病學調查的結果
2020-01-19/014294-014425|Signer1|但是 可能 有 某些人 限制 人 傳染 人|但是 可能 有 某些人 限制 人 傳染 人|此次新型冠狀病毒的傳染力不強
2020-01-19/014441-014557|Signer1|但是 繼續 人 傳染 危險 可能 低|但是 繼續 人 傳染 危險 可能 低|不排除有限人傳人的可能
2020-01-19/015374-015529|Signer1|香港 再 增加 九 有 合符 一樣 <MUMBLE> 懷疑 情況 全部 增加 九十九|香港 再 加 九 有 合符 一 樣 <MUMBLE> 懷疑 情況 全部 加 九 十 九|本港再多九宗 符合新呈報準則的懷疑個案 累積增至99宗
2020-01-19/015541-015689|Signer1|專家 覺得 新 <X> <BAD> <BAD> 肺+炎(=肺炎)+病+毒 <X> 武漢 社+區+區 爆發|專家 覺得 新 <X> <BAD> <BAD> 肺 炎 病 毒 <X> 武漢 社 區域 區域 爆發|有專家就認為 新型病毒肺炎已在武漢出現社區爆發
2020-01-19/016256-016353|Signer1|深入 找 不到 病 沒辦法 控制|深入 找 不到 病 沒辦法 控制|當源頭未找到 疫症很難控制
2020-01-19/016368-016673|Signer1|容易 社+區+區 增加 傳染 <BAD> <X> 現在 人 傳染 人 高 不是 但是 擔心 人 傳染 人 例如 親戚 近 或者 有 機會 傳染 會|容易 社 區域 區域 加 傳染 <BAD> <X> 現在 人 傳染 人 高 不 但是 擔心 人 傳染 人 例如 親戚 近 或者 有 機會 傳染 會|亦很容易社區會有更多人感染 雖然現在人傳人能力相對不是太高 但始終人傳人譬如近親 亦有可能傳播
2020-01-19/019713-019989|Signer1|正常 情況 政府 儲備 最少 要 月+月+二十 政府 支出 現在 一+萬+一千+億+幾 儲存 估 月+月+二+六 政府 支出|正常 情況 政府 儲備 最少 要 月 月 二 十 政府 支出 現在 一 萬 一 千 億 幾 儲存 估 月 月 二 六 政府 支出|在正常情況下 政府財政儲備要最少能應付 20個月的政府開支 現在一萬一千多億的儲備 大概等如26個月的政府支出
2020-01-19/020291-020390|Signer1|階段 有 評估 <MUMBLE> 下降 快 增加 會|階段 有 評估 <MUMBLE> 下降 快 加 會|按最新經濟情況評估
2020-01-19/020762-020942|Signer1|題目 美國 日本 安+保+條約 簽約 年+年+六十 日本 美國 同意 加 強 合作 關係|題目 美國 日本 安 保 條約 簽約 年 年 六 十 日本 美國 同意 加 強 合作 關係|美日安保條約簽署六十周年 美國和日本承諾會加強同盟關係
2020-01-19/022543-022673|Signer1|不是 普通地 買 玩具 買 食物 真 多 買 花 進入 多|不 普通地 買 玩具 買 食物 真 多 買 花 入 多|不單止入來買食物 公仔的人就真的多了買花的人
